creator_email,project_name,tag,start_date,end_date,curr_capacity,goal_capacity,city,state,description
amet.ante@lacus.ca,Politics Drive,Faith-based,2019-02-22 18:00:00,2019-02-22 19:00:00,0,23,Racine,WI,
aliquet@MorbivehiculaPellentesque.net,Health Charity,Animals,2020-01-05 08:00:00,2020-01-05 13:00:00,0,17,Davenport,IA,
auctor.odio.a@ipsum.edu,Sports Foundation,Women,2018-10-31 02:00:00,2018-10-31 19:00:00,0,12,Rochester,MN,
et.ipsum@etmagnisdis.net,Sports Social Media Fundraising,International,2019-12-13 06:00:00,2019-12-14 01:00:00,0,15,Chesapeake,VA,
tristique.senectus@Cumsociisnatoque.co.uk,Homeless Guest Speaker,Faith-based,2019-04-25 07:00:00,2019-04-26 01:00:00,0,13,Minneapolis,MN,
porta.elit.a@eu.com,LGBT Social Media Fundraising,Technology,2020-03-10 00:00:00,2020-03-10 16:00:00,0,25,Ketchikan,AK,
nibh.dolor.nonummy@euismodenimEtiam.co.uk,Human Rights Guest Speaker,Sports,2019-10-28 08:00:00,2019-10-28 23:00:00,0,15,Orlando,FL,
Mauris.vestibulum.neque@loremvitaeodio.org,Animals Drive,International,2018-01-05 10:00:00,2018-01-06 04:00:00,0,11,Carson City,NV,
Maecenas.ornare.egestas@aliquamiaculislacus.com,Health Foundation,Sports,2019-09-16 21:00:00,2019-09-17 20:00:00,0,6,Dover,DE,
sed@tellus.net,Youth Charity,Health,2019-08-25 18:00:00,2019-08-26 04:00:00,0,3,Pocatello,ID,
Cum.sociis@Aeneansedpede.net,Homeless Drive,Sports,2018-07-19 18:00:00,2018-07-20 06:00:00,0,25,New Haven,CT,
eu.elit@adipiscinglobortisrisus.co.uk,Sports Guest Speaker,Politics,2019-07-25 19:00:00,2019-07-25 22:00:00,0,17,Southaven,MS,
purus@augueeutellus.ca,Environment Foundation,Hunger,2019-12-16 13:00:00,2019-12-16 23:00:00,0,15,Toledo,OH,
risus@sed.co.uk,Health Drive,Homeless,2019-05-14 14:00:00,2019-05-14 15:00:00,0,12,Austin,TX,
vel.quam@aliquet.org,International Charity Auction,Arts and Crafts,2019-06-10 04:00:00,2019-06-11 03:00:00,0,3,Lafayette,LA,
sed.consequat@risusDonec.co.uk,Faith-based Guest Speaker,Youth,2019-02-17 23:00:00,2019-02-18 13:00:00,0,18,Great Falls,MT,
Integer.in@eu.com,Technology Foundation,Technology,2019-11-13 14:00:00,2019-11-13 17:00:00,0,8,Toledo,OH,
lobortis@Nulla.com,Women Walk,Seniors,2018-07-11 12:00:00,2018-07-12 00:00:00,0,7,Iowa City,IA,
arcu@non.co.uk,Seniors Charity,Women,2018-09-13 21:00:00,2018-09-14 01:00:00,0,14,South Burlington,VT,
Cras.dictum@elit.ca,Technology Social Media Fundraising,Seniors,2019-02-21 08:00:00,2019-02-22 06:00:00,0,24,Lowell,MA,
nonummy@magnis.net,Sports Foundation,Technology,2018-09-20 17:00:00,2018-09-21 10:00:00,0,19,South Bend,IN,
purus.accumsan.interdum@vitaealiquameros.net,Health Social Media Fundraising,Faith-based,2018-02-26 14:00:00,2018-02-27 11:00:00,0,4,Cheyenne,WY,
sagittis.Nullam@Utsemper.org,Environment Charity,Youth,2018-07-13 20:00:00,2018-07-13 21:00:00,0,3,Wichita,KS,
feugiat.Sed.nec@dapibusquam.co.uk,Faith-based Guest Speaker,Disaster Relief,2018-07-29 02:00:00,2018-07-29 23:00:00,0,6,Chesapeake,VA,
magna@aliquamadipiscing.ca,Animals Charity Auction,Seniors,2019-05-08 12:00:00,2019-05-09 09:00:00,0,17,Montpelier,VT,
semper.cursus.Integer@vestibulum.net,Politics Walk,Homeless,2020-02-13 01:00:00,2020-02-13 19:00:00,0,24,Sterling Heights,MI,
id.ante@sagittis.com,Seniors Foundation,Disaster Relief,2018-05-15 11:00:00,2018-05-16 10:00:00,0,4,Lawton,OK,
Vestibulum.ante@elit.org,Environment Guest Speaker,Education,2018-08-03 11:00:00,2018-08-03 12:00:00,0,2,Wyoming,WY,
sapien.molestie.orci@etnuncQuisque.edu,Faith-based Guest Speaker,Education,2019-10-16 11:00:00,2019-10-17 09:00:00,0,8,Memphis,TN,
In@pedeac.org,LGBT Charity Auction,Women,2019-07-21 20:00:00,2019-07-21 23:00:00,0,6,San Jose,CA,
at.velit.Cras@Vestibulum.ca,International Walk,Arts and Crafts,2018-03-16 18:00:00,2018-03-17 11:00:00,0,17,Lincoln,NE,
velit@Phasellusliberomauris.ca,Politics Drive,Hunger,2019-12-01 03:00:00,2019-12-01 12:00:00,0,16,Sacramento,CA,
auctor.velit@ullamcorperDuis.co.uk,Arts and Crafts Foundation,Environment,2020-04-04 03:00:00,2020-04-05 02:00:00,0,19,Ketchikan,AK,
id@ut.net,Education Social Media Fundraising,Youth,2018-06-12 16:00:00,2018-06-13 04:00:00,0,20,Hilo,HI,
Sed.eu.eros@Integer.net,Technology Foundation,Education,2019-05-28 03:00:00,2019-05-28 13:00:00,0,10,Orlando,FL,
Duis.elementum.dui@lobortisClass.com,Technology Drive,Faith-based,2018-08-16 21:00:00,2018-08-17 09:00:00,0,8,New Haven,CT,
vitae.nibh.Donec@morbitristiquesenectus.edu,Sports Drive,Disaster Relief,2018-01-11 17:00:00,2018-01-12 13:00:00,0,22,Chattanooga,TN,
arcu@Nuncquis.com,Youth Drive,Technology,2019-06-29 14:00:00,2019-06-29 17:00:00,0,9,Gaithersburg,MD,
mollis@odioauctor.org,Technology Social Media Fundraising,Women,2019-10-21 00:00:00,2019-10-21 11:00:00,0,7,Colchester,VT,
mattis.ornare.lectus@vitaeeratvel.edu,Homeless Charity Auction,Hunger,2019-03-10 16:00:00,2019-03-10 17:00:00,0,11,Wilmington,DE,
Curabitur.dictum@Vivamussitamet.co.uk,Environment Drive,Arts and Crafts,2020-02-10 05:00:00,2020-02-10 15:00:00,0,13,Austin,TX,
tempus.eu.ligula@ante.co.uk,Disaster Relief Foundation,Disaster Relief,2020-01-05 07:00:00,2020-01-05 15:00:00,0,18,Springfield,MO,
montes.nascetur.ridiculus@ligulaAliquamerat.edu,Animals Drive,Technology,2019-03-19 21:00:00,2019-03-20 01:00:00,0,4,Warren,MI,
nascetur.ridiculus.mus@adipiscingMauris.co.uk,Health Drive,Women,2019-11-10 11:00:00,2019-11-11 09:00:00,0,9,Wilmington,DE,
nonummy.Fusce.fermentum@natoquepenatibuset.org,Politics Guest Speaker,Environment,2019-09-26 12:00:00,2019-09-26 18:00:00,0,20,Warren,MI,
et@vitaealiquameros.edu,Politics Drive,Hunger,2019-06-29 00:00:00,2019-06-29 15:00:00,0,10,Essex,VT,
magna.Cras@sapienNuncpulvinar.edu,Seniors Drive,Animals,2018-08-18 22:00:00,2018-08-19 00:00:00,0,13,San Jose,CA,
vel.vulputate.eu@utmi.edu,Hunger Foundation,Homeless,2018-02-18 19:00:00,2018-02-19 17:00:00,0,23,Georgia,GA,
sodales.purus.in@at.net,Politics Guest Speaker,Health,2019-04-20 21:00:00,2019-04-21 19:00:00,0,17,Montgomery,AL,
dolor@musAenean.com,Education Charity Auction,Health,2018-06-18 19:00:00,2018-06-19 05:00:00,0,6,Los Angeles,CA,
magna@facilisisnonbibendum.com,Youth Charity,Politics,2018-10-22 19:00:00,2018-10-23 17:00:00,0,4,Lexington,KY,
eget.tincidunt.dui@Suspendisseseddolor.co.uk,Human Rights Social Media Fundraising,Education,2018-04-27 11:00:00,2018-04-27 19:00:00,0,10,Chesapeake,VA,
magna.tellus@dolor.edu,Health Guest Speaker,Youth,2019-09-21 20:00:00,2019-09-22 19:00:00,0,17,Southaven,MS,
nisi.a@lobortis.net,Sports Foundation,Politics,2019-06-17 00:00:00,2019-06-17 05:00:00,0,5,Sioux City,IA,
interdum.enim@ultricesa.co.uk,Homeless Guest Speaker,Arts and Crafts,2018-10-29 01:00:00,2018-10-29 13:00:00,0,2,Jackson,MS,
est.congue.a@fringillamilacinia.net,Disaster Relief Drive,Human Rights,2018-06-18 17:00:00,2018-06-18 22:00:00,0,19,South Portland,ME,
in.lobortis.tellus@rhoncusDonec.org,Seniors Walk,Youth,2018-02-08 16:00:00,2018-02-09 05:00:00,0,7,Columbus,OH,
amet.ante@lacus.ca,Human Rights Charity,Health,2019-08-18 13:00:00,2019-08-19 01:00:00,0,12,St. Petersburg,FL,
eget.massa@acsem.edu,Faith-based Foundation,Education,2019-12-30 04:00:00,2019-12-30 12:00:00,0,13,Olympia,WA,
Nam@Vivamus.org,Disaster Relief Drive,Seniors,2018-08-30 08:00:00,2018-08-31 04:00:00,0,9,Jackson,MS,
nibh@Quisque.edu,International Social Media Fundraising,Hunger,2018-08-02 23:00:00,2018-08-03 15:00:00,0,8,Idaho Falls,ID,
turpis.non@sit.net,International Social Media Fundraising,Seniors,2020-01-23 02:00:00,2020-01-23 16:00:00,0,22,St. Petersburg,FL,
urna.nec.luctus@variusultrices.co.uk,Animals Charity,Faith-based,2019-09-20 15:00:00,2019-09-21 04:00:00,0,11,Jonesboro,AR,
a.malesuada.id@dictum.com,LGBT Social Media Fundraising,Sports,2019-01-02 05:00:00,2019-01-02 14:00:00,0,6,Huntsville,AL,
Quisque.ac.libero@pharetraQuisqueac.co.uk,Homeless Charity,Animals,2019-10-28 05:00:00,2019-10-29 04:00:00,0,19,Springfield,MO,
magna@dolor.com,Women Charity Auction,Hunger,2019-11-25 19:00:00,2019-11-26 13:00:00,0,25,Fresno,CA,
non.magna@egestasblanditNam.ca,Faith-based Guest Speaker,Human Rights,2019-02-06 13:00:00,2019-02-07 04:00:00,0,4,Birmingham,AL,
dis.parturient@adipiscingelit.edu,International Guest Speaker,Education,2019-05-25 20:00:00,2019-05-26 12:00:00,0,21,Chicago,IL,
Donec.nibh.Quisque@justoProinnon.com,Hunger Charity Auction,Politics,2018-06-25 02:00:00,2018-06-26 02:00:00,0,2,New Haven,CT,
interdum.ligula.eu@volutpat.co.uk,Environment Charity,Seniors,2019-12-10 20:00:00,2019-12-11 04:00:00,0,18,Des Moines,IA,
ligula@turpis.org,LGBT Foundation,Disaster Relief,2020-01-26 06:00:00,2020-01-26 07:00:00,0,6,Louisville,KY,
lobortis.mauris@posuere.ca,Environment Charity Auction,Homeless,2019-11-18 18:00:00,2019-11-19 01:00:00,0,12,Fairbanks,AK,
vitae@amagna.org,Youth Drive,Hunger,2019-01-26 06:00:00,2019-01-26 15:00:00,0,22,Orlando,FL,
erat.eget@et.org,Disaster Relief Walk,Human Rights,2018-08-19 03:00:00,2018-08-20 00:00:00,0,2,Broken Arrow,OK,
Mauris.nulla.Integer@Maurisnon.org,Disaster Relief Walk,Youth,2019-11-02 16:00:00,2019-11-03 11:00:00,0,24,Norman,OK,
mollis.Phasellus.libero@mauris.ca,Seniors Charity Auction,Environment,2019-03-23 14:00:00,2019-03-24 00:00:00,0,20,Bellevue,WA,
faucibus.leo.in@eutellusPhasellus.co.uk,Sports Walk,Animals,2019-05-30 04:00:00,2019-05-30 08:00:00,0,19,Independence,MO,
mollis@eutellus.edu,Disaster Relief Guest Speaker,Hunger,2019-01-25 00:00:00,2019-01-26 00:00:00,0,16,Racine,WI,
ut@Cumsociis.ca,Faith-based Walk,Hunger,2019-10-31 18:00:00,2019-11-01 04:00:00,0,14,Meridian,ID,
mauris@laciniavitaesodales.edu,Homeless Walk,Hunger,2019-11-09 21:00:00,2019-11-09 22:00:00,0,5,Auburn,ME,
id@Donecegestas.net,Women Foundation,Homeless,2019-09-23 10:00:00,2019-09-23 21:00:00,0,16,Harrisburg,PA,
volutpat@nonummy.com,Human Rights Social Media Fundraising,Seniors,2018-04-27 00:00:00,2018-04-27 03:00:00,0,11,Anchorage,AK,
Aliquam@Maurisutquam.co.uk,Hunger Social Media Fundraising,Environment,2018-03-13 12:00:00,2018-03-14 03:00:00,0,14,Grand Island,NE,
cursus.et.eros@ametmetusAliquam.net,Women Foundation,International,2019-07-26 04:00:00,2019-07-26 08:00:00,0,12,Rutland,VT,
gravida.nunc@duiFuscediam.org,LGBT Charity Auction,Hunger,2019-09-08 19:00:00,2019-09-09 17:00:00,0,7,Frederick,MD,
vel.faucibus@lorem.co.uk,Homeless Guest Speaker,LGBT,2018-05-25 21:00:00,2018-05-26 06:00:00,0,9,Birmingham,AL,
Etiam.bibendum@lobortisnisinibh.ca,Arts and Crafts Foundation,Technology,2018-05-24 00:00:00,2018-05-24 07:00:00,0,2,Austin,TX,
semper.cursus@magnis.ca,Faith-based Charity Auction,Homeless,2018-03-27 23:00:00,2018-03-28 00:00:00,0,2,Sterling Heights,MI,
turpis.Nulla.aliquet@primis.co.uk,LGBT Charity,Sports,2019-11-25 19:00:00,2019-11-25 21:00:00,0,23,Ketchikan,AK,
rutrum.Fusce.dolor@massaQuisque.edu,Human Rights Foundation,Education,2019-01-19 05:00:00,2019-01-19 10:00:00,0,18,Austin,TX,
mattis@non.ca,Animals Social Media Fundraising,Homeless,2019-08-23 03:00:00,2019-08-23 20:00:00,0,16,Pike Creek,DE,
ac@semper.co.uk,International Walk,Sports,2018-07-13 18:00:00,2018-07-14 07:00:00,0,15,Portland,ME,
Donec.porttitor@eudui.edu,International Drive,Sports,2018-02-16 00:00:00,2018-02-16 20:00:00,0,14,New Haven,CT,
sem@risus.com,LGBT Social Media Fundraising,Youth,2019-02-05 00:00:00,2019-02-05 22:00:00,0,13,Toledo,OH,
lorem.semper.auctor@aliquetnec.ca,Environment Charity Auction,Disaster Relief,2018-12-17 09:00:00,2018-12-17 20:00:00,0,17,Flint,MI,
elit.Nulla.facilisi@ipsumdolor.org,Seniors Social Media Fundraising,Faith-based,2018-12-16 03:00:00,2018-12-16 11:00:00,0,8,Clarksville,TN,
vulputate.eu.odio@luctusfelis.ca,Arts and Crafts Foundation,Women,2018-01-31 03:00:00,2018-01-31 06:00:00,0,8,Rochester,MN,
posuere.at@nuncInat.ca,Youth Walk,Environment,2019-12-03 19:00:00,2019-12-03 23:00:00,0,14,Lawton,OK,
justo@loremsitamet.co.uk,Disaster Relief Foundation,Youth,2019-09-29 09:00:00,2019-09-29 14:00:00,0,21,New Haven,CT,
ornare@congue.co.uk,Sports Drive,Health,2018-09-27 03:00:00,2018-09-27 13:00:00,0,11,Columbia,MO,
Vivamus.non.lorem@Nam.co.uk,Seniors Walk,Health,2020-02-12 11:00:00,2020-02-13 09:00:00,0,4,Casper,WY,
tristique@posuere.net,Women Charity Auction,LGBT,2018-02-28 11:00:00,2018-02-28 16:00:00,0,25,Pocatello,ID,
ultricies.dignissim@sagittisaugue.ca,Faith-based Walk,Animals,2018-06-29 13:00:00,2018-06-29 23:00:00,0,5,Memphis,TN,
accumsan.neque.et@velvulputateeu.edu,Environment Charity Auction,Faith-based,2019-11-14 18:00:00,2019-11-15 15:00:00,0,8,Jonesboro,AR,
adipiscing.non@luctusipsum.edu,Health Guest Speaker,Arts and Crafts,2018-02-23 04:00:00,2018-02-23 13:00:00,0,4,Reno,NV,
non.lorem.vitae@Proin.org,Homeless Social Media Fundraising,Technology,2018-01-09 12:00:00,2018-01-10 06:00:00,0,9,Waterbury,CT,
accumsan.interdum.libero@velitCraslorem.co.uk,Sports Charity Auction,Disaster Relief,2019-02-04 18:00:00,2019-02-04 20:00:00,0,14,Pittsburgh,PA,
ipsum@semNullainterdum.com,Politics Guest Speaker,LGBT,2019-06-06 18:00:00,2019-06-07 14:00:00,0,14,West Valley City,UT,
vehicula.risus.Nulla@velarcu.co.uk,LGBT Charity,Human Rights,2019-07-29 07:00:00,2019-07-29 21:00:00,0,13,Fort Wayne,IN,
eu.lacus.Quisque@atrisus.co.uk,International Drive,Seniors,2019-11-20 13:00:00,2019-11-21 09:00:00,0,12,Los Angeles,CA,
non@utpellentesque.com,Politics Charity Auction,Technology,2019-05-01 03:00:00,2019-05-01 05:00:00,0,16,Green Bay,WI,
et.euismod.et@ligula.ca,Animals Charity,Women,2018-04-27 22:00:00,2018-04-28 09:00:00,0,6,West Jordan,UT,
commodo.hendrerit@purus.org,Hunger Walk,Women,2019-04-29 12:00:00,2019-04-29 18:00:00,0,25,Milwaukee,WI,
Aenean@velitduisemper.co.uk,Human Rights Drive,Technology,2020-02-26 11:00:00,2020-02-27 05:00:00,0,6,Flint,MI,
nec@odiosemper.edu,LGBT Foundation,Women,2019-05-22 10:00:00,2019-05-22 20:00:00,0,23,Wyoming,WY,
elit.Nulla.facilisi@ipsumdolor.org,International Walk,Animals,2018-02-06 17:00:00,2018-02-07 03:00:00,0,3,Frankfort,KY,
turpis@eget.net,Education Charity Auction,Seniors,2019-09-01 12:00:00,2019-09-01 19:00:00,0,12,Chicago,IL,
faucibus@nonleo.edu,Faith-based Drive,Women,2019-12-21 16:00:00,2019-12-22 09:00:00,0,25,Memphis,TN,
ipsum.Suspendisse.sagittis@amet.net,Homeless Foundation,Technology,2018-11-24 05:00:00,2018-11-24 12:00:00,0,16,Lexington,KY,
vitae.aliquam.eros@ullamcorperviverraMaecenas.ca,Women Foundation,Human Rights,2018-11-13 06:00:00,2018-11-13 16:00:00,0,24,Orlando,FL,
consequat.dolor@cursusvestibulum.com,International Drive,Technology,2019-11-08 05:00:00,2019-11-08 19:00:00,0,4,Cedar Rapids,IA,
nunc@pedeet.edu,Hunger Walk,Seniors,2020-03-11 17:00:00,2020-03-12 01:00:00,0,21,Georgia,GA,
quis.massa@aliquet.org,Animals Walk,Sports,2018-01-30 13:00:00,2018-01-31 08:00:00,0,13,Lowell,MA,
interdum@dictum.edu,Politics Social Media Fundraising,International,2018-12-25 00:00:00,2018-12-25 13:00:00,0,10,Sterling Heights,MI,
Aliquam@malesuada.com,International Walk,Seniors,2019-12-17 22:00:00,2019-12-18 19:00:00,0,22,New Haven,CT,
velit.egestas@loremluctus.ca,LGBT Drive,Disaster Relief,2018-10-05 23:00:00,2018-10-06 11:00:00,0,25,Flint,MI,
ante.Nunc@Morbi.com,Politics Drive,Politics,2018-08-10 12:00:00,2018-08-11 10:00:00,0,8,Salem,OR,
Mauris.ut.quam@purusactellus.edu,Animals Guest Speaker,Human Rights,2018-07-03 00:00:00,2018-07-03 07:00:00,0,2,Bellevue,WA,
a@Curabitur.co.uk,Sports Social Media Fundraising,Politics,2019-11-01 04:00:00,2019-11-01 21:00:00,0,3,Birmingham,AL,
et.magnis.dis@Loremipsum.org,International Foundation,Women,2019-10-11 18:00:00,2019-10-12 01:00:00,0,9,Colorado Springs,CO,
risus.quis.diam@lacusAliquamrutrum.com,Hunger Foundation,LGBT,2018-08-27 19:00:00,2018-08-28 11:00:00,0,8,Lincoln,NE,
sociis.natoque.penatibus@posuere.net,Women Charity,Sports,2018-01-23 23:00:00,2018-01-24 22:00:00,0,21,Cleveland,OH,
dis.parturient.montes@magnis.edu,LGBT Foundation,Youth,2019-09-23 02:00:00,2019-09-23 21:00:00,0,5,Flint,MI,
in.magna.Phasellus@vulputatelacus.net,Homeless Guest Speaker,Sports,2018-07-31 21:00:00,2018-08-01 18:00:00,0,19,Davenport,IA,
diam.Proin.dolor@necmalesuadaut.ca,Human Rights Charity Auction,Animals,2018-01-08 05:00:00,2018-01-08 12:00:00,0,22,Seattle,WA,
neque@DonectinciduntDonec.ca,Arts and Crafts Charity Auction,Technology,2018-01-19 21:00:00,2018-01-20 05:00:00,0,4,Provo,UT,
a@semegetmassa.edu,Technology Walk,Hunger,2019-06-18 21:00:00,2019-06-19 04:00:00,0,4,Lafayette,LA,
Nullam@facilisis.net,Health Guest Speaker,Education,2019-06-02 05:00:00,2019-06-02 23:00:00,0,25,Auburn,ME,
nisl.Quisque@Duiselementum.net,Education Drive,Animals,2019-09-02 15:00:00,2019-09-03 05:00:00,0,8,Anchorage,AK,
rutrum@posuere.org,Disaster Relief Foundation,Seniors,2020-03-14 11:00:00,2020-03-15 05:00:00,0,19,Tallahassee,FL,
justo@Vestibulumut.edu,Homeless Charity,Disaster Relief,2019-02-07 09:00:00,2019-02-07 14:00:00,0,12,Hartford,CT,
senectus.et.netus@lectusconvallisest.org,Health Social Media Fundraising,LGBT,2018-03-26 05:00:00,2018-03-26 06:00:00,0,7,Lakewood,CO,
Proin.non@dictumplacerat.org,Animals Charity Auction,International,2019-09-03 19:00:00,2019-09-04 09:00:00,0,19,Olympia,WA,
urna.nec@nonbibendum.org,Animals Drive,Disaster Relief,2020-02-05 08:00:00,2020-02-05 09:00:00,0,24,Metairie,LA,
nunc.In.at@mauris.org,Health Social Media Fundraising,Human Rights,2019-04-07 00:00:00,2019-04-07 17:00:00,0,11,Cheyenne,WY,
arcu.Sed.et@semut.com,Environment Charity,International,2019-09-21 06:00:00,2019-09-21 20:00:00,0,8,Tacoma,WA,
interdum@Aliquamultricesiaculis.com,Sports Charity Auction,Seniors,2018-01-27 10:00:00,2018-01-28 10:00:00,0,14,Virginia Beach,VA,
urna.et.arcu@eratvolutpat.com,Health Charity,Sports,2020-03-25 04:00:00,2020-03-25 18:00:00,0,25,Springfield,IL,
hendrerit.id@ipsumdolorsit.co.uk,Education Charity Auction,Human Rights,2019-10-27 16:00:00,2019-10-27 22:00:00,0,10,Helena,MT,
amet@elitCurabitursed.com,Health Guest Speaker,Politics,2018-09-26 00:00:00,2018-09-26 09:00:00,0,24,Athens,GA,
et.netus@aliquetPhasellus.ca,Arts and Crafts Social Media Fundraising,Hunger,2019-10-13 08:00:00,2019-10-13 16:00:00,0,16,Tampa,FL,
sociis.natoque@necante.co.uk,Arts and Crafts Guest Speaker,Human Rights,2019-04-09 21:00:00,2019-04-09 23:00:00,0,15,Southaven,MS,
odio.auctor@aliquetmolestietellus.ca,Sports Charity Auction,Education,2019-11-03 09:00:00,2019-11-03 17:00:00,0,7,Missoula,MT,
neque.pellentesque@laciniavitaesodales.com,Technology Guest Speaker,LGBT,2019-11-26 07:00:00,2019-11-26 10:00:00,0,5,Norman,OK,
in@ametultricies.co.uk,Arts and Crafts Drive,Disaster Relief,2019-11-01 15:00:00,2019-11-02 11:00:00,0,11,Biloxi,MS,
placerat.orci@bibendumullamcorperDuis.net,Hunger Foundation,Health,2018-02-10 21:00:00,2018-02-10 23:00:00,0,13,Memphis,TN,
montes@arcu.com,International Charity,Youth,2018-11-26 23:00:00,2018-11-27 23:00:00,0,19,Waterbury,CT,
nunc@afeugiattellus.edu,Animals Charity Auction,Environment,2019-06-03 10:00:00,2019-06-04 09:00:00,0,9,Hattiesburg,MS,
vitae.aliquam.eros@Curae.org,LGBT Social Media Fundraising,Health,2020-02-03 09:00:00,2020-02-03 13:00:00,0,16,Olympia,WA,
arcu@nibhsitamet.co.uk,Technology Foundation,Sports,2019-06-13 08:00:00,2019-06-14 07:00:00,0,20,Norfolk,VA,
Donec@amet.com,Disaster Relief Social Media Fundraising,International,2018-11-16 23:00:00,2018-11-17 12:00:00,0,23,Louisville,KY,
tincidunt@metusIn.edu,Youth Drive,Human Rights,2019-11-20 15:00:00,2019-11-21 09:00:00,0,4,Norman,OK,
nulla.Integer.urna@ametnulla.com,Politics Charity,Faith-based,2019-12-19 16:00:00,2019-12-20 16:00:00,0,25,Worcester,MA,
urna.Ut.tincidunt@quis.ca,Women Charity Auction,Environment,2019-05-15 14:00:00,2019-05-16 08:00:00,0,24,Akron,OH,
eros.turpis.non@mollis.com,Animals Walk,Sports,2018-10-24 17:00:00,2018-10-24 18:00:00,0,18,Baton Rouge,LA,
nec.metus@venenatisvelfaucibus.net,Seniors Foundation,International,2019-07-09 01:00:00,2019-07-09 22:00:00,0,2,Houston,TX,
neque.et@Etiamvestibulummassa.edu,International Social Media Fundraising,Animals,2019-04-24 20:00:00,2019-04-25 10:00:00,0,19,Detroit,MI,
arcu.eu.odio@metusVivamuseuismod.com,Animals Charity Auction,International,2018-06-14 13:00:00,2018-06-15 11:00:00,0,17,Southaven,MS,
Phasellus@Cumsociis.com,LGBT Social Media Fundraising,Women,2018-09-20 00:00:00,2018-09-20 22:00:00,0,16,Rochester,MN,
arcu.et@vitaesemper.com,LGBT Social Media Fundraising,Technology,2018-12-17 16:00:00,2018-12-18 00:00:00,0,24,Newark,DE,
pharetra.sed.hendrerit@molestie.com,Animals Charity,Youth,2018-08-29 20:00:00,2018-08-30 01:00:00,0,16,West Jordan,UT,
viverra.Maecenas.iaculis@odio.org,Environment Guest Speaker,Technology,2018-09-05 21:00:00,2018-09-05 23:00:00,0,5,Saint Paul,MN,
vitae@consectetuerrhoncus.co.uk,Education Charity,Politics,2018-09-29 23:00:00,2018-09-30 15:00:00,0,5,Reno,NV,
nisl@per.edu,Animals Charity Auction,Youth,2019-09-02 16:00:00,2019-09-02 23:00:00,0,3,Meridian,ID,
risus@sed.edu,Politics Foundation,Sports,2019-04-17 07:00:00,2019-04-17 15:00:00,0,12,Cambridge,MA,
ullamcorper.magna@a.edu,Women Social Media Fundraising,LGBT,2018-01-21 15:00:00,2018-01-21 20:00:00,0,21,Gary,IN,
faucibus@egestas.org,Health Charity,Disaster Relief,2018-02-23 21:00:00,2018-02-24 06:00:00,0,14,Biloxi,MS,
adipiscing@maurisblanditmattis.ca,Human Rights Walk,International,2018-09-19 08:00:00,2018-09-20 07:00:00,0,13,Chandler,AZ,
quis.tristique@nonhendreritid.org,Animals Foundation,International,2019-08-12 02:00:00,2019-08-12 23:00:00,0,14,Pike Creek,DE,
rutrum.eu@dolor.co.uk,Animals Guest Speaker,Disaster Relief,2019-11-13 02:00:00,2019-11-13 13:00:00,0,16,Lexington,KY,
neque@purusNullam.org,Health Charity,Health,2019-10-31 19:00:00,2019-11-01 09:00:00,0,2,North Las Vegas,NV,
vitae@augue.ca,Youth Charity,Animals,2018-02-11 09:00:00,2018-02-11 18:00:00,0,19,Gulfport,MS,
id@Nulla.net,Human Rights Social Media Fundraising,Education,2019-12-25 02:00:00,2019-12-25 13:00:00,0,17,Cambridge,MA,
vestibulum@Aeneangravidanunc.edu,Education Drive,Seniors,2020-03-22 15:00:00,2020-03-23 03:00:00,0,19,Gaithersburg,MD,
nec.quam@orciDonecnibh.ca,Homeless Guest Speaker,Animals,2018-11-21 11:00:00,2018-11-22 03:00:00,0,13,Cincinnati,OH,
felis.purus@egestasAliquamnec.edu,Disaster Relief Guest Speaker,Hunger,2018-06-01 23:00:00,2018-06-02 22:00:00,0,14,Columbia,MD,
feugiat.non@euismodetcommodo.ca,International Guest Speaker,Faith-based,2019-07-04 14:00:00,2019-07-05 02:00:00,0,6,North Las Vegas,NV,
In.tincidunt.congue@mi.co.uk,Human Rights Charity Auction,LGBT,2020-02-27 08:00:00,2020-02-28 03:00:00,0,12,Owensboro,KY,
euismod.et.commodo@molestiein.net,Women Charity,Homeless,2018-12-11 00:00:00,2018-12-11 01:00:00,0,21,Columbia,MO,
libero.nec@aceleifend.com,Animals Charity,Disaster Relief,2019-01-30 06:00:00,2019-01-31 03:00:00,0,14,Bozeman,MT,
arcu.Curabitur@sollicitudincommodoipsum.com,Education Foundation,Technology,2018-01-01 09:00:00,2018-01-01 17:00:00,0,7,Annapolis,MD,
commodo.tincidunt.nibh@ipsumdolorsit.org,International Charity Auction,Sports,2019-06-18 17:00:00,2019-06-19 14:00:00,0,19,Newark,DE,
enim@libero.ca,Disaster Relief Drive,Faith-based,2019-12-04 12:00:00,2019-12-05 11:00:00,0,10,Oklahoma City,OK,
Nunc.ut@necmollisvitae.ca,Environment Social Media Fundraising,Women,2018-07-28 02:00:00,2018-07-28 20:00:00,0,19,Columbia,MO,
ac.turpis@nascetur.com,Hunger Social Media Fundraising,Disaster Relief,2019-08-02 00:00:00,2019-08-02 21:00:00,0,11,Chesapeake,VA,
facilisi.Sed@vitaealiquetnec.co.uk,Youth Drive,Sports,2019-09-12 01:00:00,2019-09-12 21:00:00,0,19,Allentown,PA,
savageman1@gmail.com,Seniors Foundation,International,2019-09-07 02:00:00,2019-09-07 08:00:00,0,9,Great Falls,MT,
